"Product","Country","Ingredients","Price","Rev_score","Rev_count","Size","Brand"
"Maybelline New York FaceStudio Master Prime Primer Makeup, Blur + Pore Minimize","United States","AQUA/WATER/EAU, DIMETHICONE, GLYCERIN, DIMETHICONE CROSSPOLYMER, PROPYLENE GLYCOL, POLYGLYCERYL-3 DISILOXANE DIMETHICONE, VINYL DIMETHICONE/METHICONE SILSESQUIOXANE CROSSPOLYMER, METHYL METHACRYLATE CROSSPOLYMER, BORON NITRIDE, PHENOXYETHANOL, CAPRYLYL GLYCOL, POLYACRYLAMIDE, AMMONIUM POLYACRYLDIMETHULATAURAMDE/AMMONIUM POLYACRYLOYLDIMETHYL TAURATE, C13-14 ISOPARAFFIN, TETRASODIUM EDTA, CITRIC ACID, LAURETH-7, CI 77891/TITANIUM DIOXIDE, CI 77491, CI 77492/IRON OXIDES, CI 77288 CHROMIUM OXIDE GREENS",9.49,4.4,5362,1,"Maybelline"
"CYO Contour Stick Sweep Into Shape, Fair/Medium","","Octyldodecanol, Mica, Diisostearyl malate, Caprylic/capric triglyceride, Isononyl isononanoate, Ozokerite, Hydrogenated vegetable oil, Cera alba (Beeswax), Hydrogenated palm acid, Stearyl stearate, Phenoxyethanol, Tocopheryl acetate, Alumina, Caprylyl glycol, Glycerin, May contain, CI 77891 (Titanium dioxide), CI 77492 (Iron oxides), CI 77499 (Iron oxides), CI 77491 (Iron oxides), CI 19140 (Yellow 5)",5.5,4,4,0.12,"CYO"
"Revlon PhotoReady Pore Reducing Primer 002","USA","Dimethicone, Isododecane, Aqua/Water/Eau, Trisiloxane, PEG/PPG-19/19 Dimethicone, C13-16 Isoparaffin, Isodecyl Neopentanoate, Silica Silylate, Dimethicone Crosspolymer, C10-13 Isoparaffin, Silica, Dimethicone/Bis-Isobutyl PPG-20 Crosspolymer, Glycerin, Methyl Methacrylate Crosspolymer, Triethoxycaprylylsilane, Methicone, Calcium Aluminum Borosilicate, Tocopherol, Phenoxyethanol, Caprylyl Glycol, 1,2-Hexanediol, May Contain, [+/-: Titanium Dioxide (CI 77891), Mica, Iron Oxides (CI 77491, 77492, 77499)]",12.99,4.5,1613,0.91,"Revlon"
"CoverGirl Professional Loose Powder, Translucent Fair 105","USA of US and imported parts.","Talc, Avena Sativa (Oat) Kernel Flour, Calcium Silicate (Anticaking Agent), Zinc Stearate, Fragrance (Parfum), Dimethicone, Eucalyptus Globulus (Eucalyptus) Leaf Oil, Sodium Dehydroacetate, Camphor, Mineral Oil (Paraffinum Liquidum), Menthol, Isopropyl Myristate, Propylparaben, Eugenia Caryophyllus (Clove) Flower Oil, Methylparaben, Quaternium 15, BHT, Mica, Iron Oxides, May Contain (+/-):, Ultramarines",6.99,4.1,290,0.7,"CoverGirl"
"No7 Perfect Light Loose Powder, Translucent","Germany","Talc, Nylon 6/12, Cetyl Dimethicone, Dimethicone, Panthenol, Dimethicone/Vinyl Dimethicone Crosspolymer, Tocopheryl Acetate, Water, Sodium Hyaluronate, May Contain (+/-): Iron Oxides",12.99,4.2,120,0.7,"No7"
"No7 Lift & Luminate Powder, Light","Germany","Talc, Dimethicone/vinyl dimethicone crosspolymer, Synthetic fluorphlogopite, Zinc stearate, HDI/Trimethylol hexyllactone crosspolymer, Silica, Neopentyl glycol dicaprylate/dicaprate, Dimethicone, Diisostearyl malate, PEG-30 Dipolyhydroxystearate, Caprylyl glycol, Ethylhexylglycerin, Triethyoxycaprylylsilane, CI 77891 (Titanium dioxide), CI 77492 (Iron oxides), CI 77491 (Iron oxides), CI 77499 (Iron oxides)",12.99,NA,120,0.3,"No7"
"Wet n Wild MegaLast Primer Water Cool As A Cucumber","","oTalc, Synthetic Fluorphlogopite, Boron Nitride, Dimethicone, Silica, Ethyl Macadamiate, Magnesium Myristate, Microcrystalline Cellulose, Trimethylsiloxysilicate, Octyldodecyl Stearoyl Stearate, Lauroyl Lysine, Phenoxyethanol, Polysorbate 20, Phytosteryl Macadamiate, Caprylyl Glycol, Polybutene, Caprylic/Capric Triglyceride, Ethylhexylglycerin, Hexylene Glycol, Sorbitan Stearate, o-Cymen-5-ol, Magnesium Aluminum Silicate, Water/Eau, Tin Oxide, Triethoxycaprylylsilane, Polyacrylamide, Tocopheryl Acetate, C13-14 Isoparaffin, Aluminum Hydroxide, Laureth-7, Tocopherol, [+/- (MAY CONTAIN/PEUT CONTENIR): Black 2/CI 77266, Iron Oxides/CI 77491, CI 77492, CI 77499, Mica, Red 40 Lake/CI 16035, Titanium Dioxide/CI 77891].",5.29,4.5,55,1,"Wet n Wild"
"No7 SP Blemish Cover, Light","Germany","Chalk, PPG-2 myristyl ether propionate, Cetearyl ethylhexanoate, Zinc oxide, Paraffin, Cera microcristallina (Microcrystalline wax), Isopropyl myristate, Synthetic wax, Copernicia cerifera (Carnauba) wax, Euphorbia cerifera (Candelilla) wax, Tocopheryl acetate, Rosa canina fruit oil, Butylene glycol, Aqua (Water), Polyethylene, Allantoin, BHT, Spiraea ulmaria extract, +/- (May contain): CI 77891 (Titanium dioxide), CI 77492 (Iron oxides), CI 77491 (Iron oxides), CI 77499 (Iron oxides)",11.99,NA,55,1,"No7"
"Maybelline Fit Me Loose Finishing Powder, Dark","","Talc, Dimethicone, Silica, [+/- May Contain: CI 77891/Titanium Dioxide, CI 77491, CI 77492, CI 77499/Iron Oxides]",7.99,4.3,247,0.7,"Maybelline"
"CYO Cooling Bronzing Stick Cool As A Coconut, Fair Medium","","Aqua (Water), Butylene glycol, Glycerin, Sodium stearate, PEG-12 Dimethicone, Mica, Poloxamer 407, Parfum (Fragrance), Dipropylene glycol, PPG-12/SMDI copolymer, Benzyl benzoate, Cocos nucifera fruit extract, (May contain) CI 77491 (Iron oxides), CI 77891 (Titanium dioxide), CI 17200 (Red 33), CI 19140 (Yellow 5), CI 42090 (Blue 1), CI 77163 (Bismuth oxychloride), CI 77492 (Iron oxides), CI 77499 (Iron oxides)",6,3.7,9,0.35,"CYO"
"La Roche-Posay Effaclar BB Blur Makeup Cream Oil Free with SPF 20 Light Medium","France","Dimethicone, Undecane, Dimethicone Crosspolymer, Tridecane, Tocopheryl Acetate, Silica Silylate, Perlite, Disodium Stearoyl Glutamate, Retinyl Linoleate, Aluminum Hydroxide, May Contain (+/-): Titanium Dioxide, Iron Oxides",NA,4.1,19,1.01,"La"
"No7 Beautifully Matte Foundation, Calico","UK","Octinoxate 5%, Titanium Dioxide 1.62%",15.99,NA,19,1,"No7"
"CoverGirl Clean Oil Control Compact Pressed Powder, Warm Beige","","Talc, Octyldodecyl Stearoyl Stearate, Zinc Stearate, Polyethylene, Avena Sativa (Oat) Kernel Flour, Mica, Calcium Silicate (Anticaking Agent), Dimethicone, Quaternium 15, Dextrin, Lauroyl Lysine, Sodium Dehydroacetate, Propylparaben, Methylparaben, BHT, May Contain (+/-):, Ultramarines",7.29,4.3,1116,0.35,"CoverGirl"
"Wet n Wild PhotoFocus Setting Spray","China","Water, Alcohol Denat., PVP, Propanediol, PPG-3 Benzyl Ether Myristate, Dimethicone, PEG/PPG-12/4 Phosphate, Glycereth-5 Lactate, Polyhydroxystearic Acid, Chlorphenesin, Ethylhexyl Isononanoate, Isononyl Isononanoate, Poloxamer 127, Sodium Citrate, Sodium Cocamidopropyl PG-Dimonium Chloride Phosphate, Caprylhydroxamic Acid, Aloe Barbadensis Leaf, Dipotassium Glycyrrhizate, PPG-26-Buteth-26, PEG-40 Hydrogenated Castor Oil, Fragrance",5.29,4.5,123,1.52,"Wet n Wild"
"Wet n Wild Photo Focus H2O Fond, Amber Beige","China","Isododecane, Cyclopentasiloxane, Water/Eau, Glycerin, Cyclohexasiloxane, Dimethicone, Butylene Glycol, PEG-10 Dimethicone, Disteardimonium Hectorite, Adipic Acid/Neopentyl Glycol Crosspolymer, Caprylyl Glycol, Silica, Sodium Chloride, Sorbitan Sesquioleate, Lecithin, Polyglyceryl-4 Isostearate, Cetyl PEG/PPG-10/1 Dimethicone, Hexyl Laurate, Polysilicone-11, Isopropyl Titanium Triisostearate, Laureth-12, Phenoxyethanol, Ethylhexylglycerin, [+/- May Contain]: Titanium Dioxide/CI 77891, Mica, Iron Oxides/CI 77491, CI 77492, CI 77499]",6.49,5,1,1.06,"Wet n Wild"
"Wet n Wild Primer Water Rose Addiction","","oTalc, Synthetic Fluorphlogopite, Boron Nitride, Dimethicone, Silica, Ethyl Macadamiate, Magnesium Myristate, Microcrystalline Cellulose, Trimethylsiloxysilicate, Octyldodecyl Stearoyl Stearate, Lauroyl Lysine, Phenoxyethanol, Polysorbate 20, Phytosteryl Macadamiate, Caprylyl Glycol, Polybutene, Caprylic/Capric Triglyceride, Ethylhexylglycerin, Hexylene Glycol, Sorbitan Stearate, o-Cymen-5-ol, Magnesium Aluminum Silicate, Water/Eau, Tin Oxide, Triethoxycaprylylsilane, Polyacrylamide, Tocopheryl Acetate, C13-14 Isoparaffin, Aluminum Hydroxide, Laureth-7, Tocopherol, [+/- (MAY CONTAIN/PEUT CONTENIR): Black 2/CI 77266, Iron Oxides/CI 77491, CI 77492, CI 77499, Mica, Red 40 Lake/CI 16035, Titanium Dioxide/CI 77891].",5.29,4.5,180,1,"Wet n Wild"
"No7 Radiant Results Revitalizing Oil Free Eye Makeup Remover","United Kingdom","Aqua (Water), Butylene glycol, Glycerin, Polyglyceryl-4 caprate, Phenoxyethanol, Panthenol, Sodium benzoate, Tocopheryl acetate, Ascorbyl glucoside, Tetrasodium EDTA, Citric acid, Panax ginseng root extract, Potassium hydroxide, Sodium citrate",7.99,4.1,85,4,"No7"
"Neutrogena Rapid Tone Repair Dark Spot Corrector","France","Water, dimethicone, aluminum starch octenylsuccinate, dimethicone crosspolymer, ammonium acryloyldimethyltaurate/VP copolymer, trisiloxane, nylon-12, ascorbyl glucoside, C12-15 alkyl benzoate, glycerin, caprylyl glycol, polyacrylamide, xanthan gum, C13-14 isoparaffin, fragrance, sodium hyaluronate, sodium lactate, hydrolyzed myrtus communis leaf extract, sodium hydroxide, BHT, disodium EDTA, laureth-7, polysorbate 20, retinol, sodium PCA, sorbitol, proline, mica, titanium dioxide",24.99,3.6,139,1,"Neutrogena"
"L'Oreal Paris Studio Secrets Pro Magic Perfecting Base","","Cyclohexasiloxane, Dimethicone, Dimethicone Vinyl Dimethicone Crosspolymer, Silica, Acrylates Crosspolymer, Disodium Stearoyl Glutamate, Aluminum Hydroxide",12.99,4.2,473,0.5,"L'Oreal"
"Soap & Glory Kick Ass All Day Foundation, 01N","France","Aqua (Water/Eau), Cyclopentasiloxane, Caprylyl Methicone, BIS-PEG/PPG-14/14 dimethicone, Butylene glycol, Boron nitride, Trimethylsiloxysilicate, Mica, Talc, Disteardimonium hectorite, Dimethicone, Phenoxyethanol, Tocopheryl acetate, Magnesium sulfate, Propylene carbonate, Xanthan gum, Triethoxycaprylylsilane, Methylparaben, Ethylparaben, Pentaerythrityl tetra-di-t-butyl Hydroxyhydrocinnamate, +/- CI 77491 (Iron oxides), CI 77492 (Iron oxides), CI 77499 (Iron oxides), CI 77891 (Titanium dioxide)",16,4,4,1,"Soap"
"Almay Clear Complexion Makeup, Porcelain","United States","Salicylic Acid - 2.0 %",15.49,5,1,1,"Almay"
"Maybelline SuperStay Full Coverage Foundation, 102 Fair Porcelain","","",11.99,4.1,1031,1,"Maybelline"
"CoverGirl Advanced Radiance Age-Defying Pressed Powder, Creamy Natural 110","USA of US and imported parts","Talc, Mica, Octyldodecyl Stearoyl Stearate, Dimethicone, Hydrogenated Coco Glycerides, PTFE, Sodium Dehydroacetate, Propylparaben, Lecithin, Methicone, Methylparaben, May Contain (+/-):, Iron Oxides, Titanium Dioxide",11.49,4.2,209,0.39,"CoverGirl"
"Rimmel Stay Matte Liquid Mousse Foundation, Soft Beige","UK","Apis Mellifica 3X Hpus, Urtica Urens 3X Hpus, Natrum Muriaticum 6X Hpus, Arsenicum Album 6X Hpus, Lactose Usp",5.49,4,194,1,"Rimmel"
"No7 Skin Illuminator, Bronze","France","",12.99,4.3,50,1.01,"No7"
"No7 Perfect Light Pressed Powder, Fair","Thailand","Talc, Nylon 6/12, Dimethicone, Cetyl Dimethicone, Zinc Stearate, Dimethicone/Vinyl Dimethicone Crosspolymer, Panthenol, Tocopheryl Acetate, Aqua (Water), Sodium Hyaluronate, May Contain: CI 77491 (Iron Oxides), CI 77492 (Iron Oxides), CI 77499 (Iron Oxides)",12.99,4.1,103,0.35,"No7"
"Milani Make It Last Setting Spray","United States","",NA,4.8,17,1,"Milani"
"CYO Bronzing Powder When The Sun Don't Shine, Medium","","Mica, Boron nitride, Dimethicone/Vinyl dimethicone crosspolymer, Silica, Phenoxyethanol, Caprylyl glycol, Magnesium aluminum silicate, Aqua (Water), CI 77891 (Titanium dioxide), CI 77491 (Iron oxides), CI 77499 (Iron oxides)",5,4.8,4,0.47,"CYO"
"Almay Clear Complexion Concealer, Light/Medium","U.S.A.","Salicylic Acid - 1.0 %",8.99,3,2,0.18,"Almay"
"Milani Matte Charcoal Setting Spray","","Water (Aqua), Alcohol Denatured, Silica, Pentylene Glycol, Phenoxyethanol, Calcium Chloride, Chondrus Crispus (Carrageenan) Extract, Lithium Magnesium Sodium Silicate, Saccharum Officinarum (Sugar Cane) Extract, Honey, Coconut Acid, PEG-60 Hydrogenated Castor Oil, Butylene Glycol, Ethylhexylglycerin, Fragrance (Parfum), Charcoal Powder, Disodium EDTA, Lactobacillus Ferment, Enantia Chlorantha Bark Extract, Ceteth-25, Oleth-10, Citrus Grandis (Grapefruit) Seed Extract, Oleanolic Acid, Xanthan Gum.",NA,4.5,35,1,"Milani"
"Maybelline Fit Me Matte + Poreless Powder Makeup, Classic Ivory","","Talc, Perlite, Triisostearin, Phenyl Trimethicone, Magnesium Stearate, Caprylyl Glycol, +, - May Contain: CI 77891, CI 77491, CI 77492, CI 77499 (Iron Oxides)",7.79,4.1,72,0.29,"Maybelline"
"e.l.f. Prime & Stay Finishing Powder, Fair/Light","China","",NA,4.3,111,0.17,"e.l.f."
"Revlon PhotoReady Candid Anti-Pollution Setting Powder, 001","United States","Talc, Zea Mays (Corn) Starch, Silica, Dimethicone, Mica, Tocopheryl Acetate, Phenoxyethanol, Carmine (CI 75470), Iron Oxides (CI 77491, CI 77492, CI 77499)",9.99,3.5,12,1,"Revlon"
"No7 Match Made Blusher, Peach Velvet","","Talc, Alumina, Phenyl Trimethicone, Octyldodecanol, Caprylic/Capric/Myristic/Stearic Triglyceride, Octyldodecyl Stearoyl Stearate, Zinc Stearate, Tocopheryl Acetate, [+/- (May Contain) CI 15850 (Red 7 Lake), CI 19140 (Yellow 5 Lake), CI 77499 (Iron Oxides), CI 77491 (Iron Oxides), CI 75470 (Carmine)]",12.99,5,2,0.11,"No7"
"Wet N Wild Color Icon Bronzer, Ticket To Brazil","","Caprylic/Capric Triglyceride, Magnesium Myristate, Synthetic Fluorphlogopite, Silica, Boron Nitride, Microcrystalline Cellulose, Polybutene, Vinyl Dimethicone/Methicone, Silsesquioxane Crosspolymer, Dimethicone, Lauroyl Lysine, Dimethicone/Vinyl Dimethicone Crosspolymer, Phenoxyethanol, Caprylyl Glycol, Ethylhexylglycerin, Hexylene Glycol, Tin Oxide, o-Cymen-5-ol, Water/Eau, Triethoxycaprylylsilane, Iron Oxides/CI 77491, CI 77492, CI 77499, Mica, Titanium Dioxide/CI 77891.",5.29,NA,2,1,"Wet n Wild"
"Soap & Glory Melty Talented Dry Skin Balm","Thailand","Ethylhexyl Palmitate, Caprylic/Capric Triglyceride, Cocos Nucifera Oil (Coconut), Triticum Vulgare Germ Oil (Wheat) (Sweet Almond), Ricinus Communis Seed Oil (Castor), Prunus Amygdalus Dulcis Oil, Polyethylene, Triethyl Citrate, Mangifera Indica Seed Butter (Mango), Parfum (Fragrance), Tocopheryl Acetate, Caprylyl Glycol, Butyl Methoxydibenzoylmethane, BHT, Tocopherol, CI 77891 (Titanium Dioxide), CI 16035 (Red 40 Lake)",8,4.8,4,1.05,"Soap"
"Physicians Formula Butter Bronzer Murumuru, Light","Italy","Talc, Synthetic Sapphire, Mica, Dimethiconol Stearate, Isostearyl Neopentanoate, Octyldodecyl Stearoyl Stearate, Astrocaryum Murumuru Seed Butter, Fragrance, Astrocaryum Tucuma Seed Butter, Theobroma Grandiflorum Seed Butter, Ascorbyl Palmitate, Citric Acid, Glyceryl Oleate, Glyceryl Stearate, Lauroyl Lysine, Lecithin, Polybutene, Tin Oxide, Tocopherol, Aluminum Hydroxide, Caprylyl Glycol, Hexylene Glycol, Phenoxyethanol, May Contain: Iron Oxides, Red 7 Lake, Titanium Dioxide",15.99,4.6,27,0.38,"Physicians"
"Wet n Wild MegaGlo Dual-Ended Contour Stick-Light/Medium -751A Light","China","Pentaerythrityl Adipate/Caprate/Caprylate/Heptanoate, Polyethylene, Cetyl Ethylhexanoate, Caprylic/Capric Triglyceride, Hydrogenated Coco-Glycerides, Methyl Methacrylate Crosspolymer, Dimethicone, Paraffin, Bis-Behenyl/Isostearyl/Phytosteryl Dimer Dilinoleyl Dimer Dilinoleate, Microcrystalline Wax/Cire Microcrystalline, Cetyl PEG/PPG-10/1 Dimethicone, Polyglyceryl-4 Isostearate, Hexyl Laurate, Sorbic Acid, Phenoxyethanol, Ascorbyl Palmitate, Tocopheryl Acetate, Silica, Tocopherol, Titanium Dioxide/CI 77891, Bismuth Oxychloride/CI 77163, Iron Oxides/CI 77499",6.29,NA,27,0.14,"Wet n Wild"
"NYX Professional Makeup Angel Veil Skin Perfecting Primer","China","Cyclopentasiloxane, Isododecane, Polysilicone-1, Cyclohexasiloxane, Glyceryl Stearate, Nylon-12, Silica Dimethyl Silylate, Palmitic Acid, Stearic Acid, Leaureth-12, Alumina, Triethoxycaprylylsilane",NA,4.3,148,1.02,"NYX"
"Wet n Wild Photo Focus Water Primer","CHINA","Talc, Synthetic Fluorphlogopite, Boron Nitride, Dimethicone, Silica, Ethyl Macadamiate, Magnesium Myristate, Microcrystalline Cellulose, Trimethylsiloxysilicate, Octyldodecyl Stearoyl Stearate, Lauroyl Lysine, Phenoxyethanol, Polysorbate 20, Phytosteryl Macadamiate, Caprylyl Glycol, Polybutene, Caprylic/Capric Triglyceride, Ethylhexylglycerin, Hexylene Glycol, Sorbitan Stearate, o-Cymen-5-ol, Magnesium Aluminum Silicate, Water/Eau, Tin Oxide, Triethoxycaprylylsilane, Polyacrylamide, Tocopheryl Acetate, C13-14 Isoparaffin, Aluminum Hydroxide, Laureth-7, Tocopherol, May Contain Black 2/CI 77266, Iron Oxides/CI 77491; CI 77492; CI 77499, Mica, Red 40 Lake/CI 16035, Titanium Dioxide/CI 77891",5.49,4.5,261,0.68,"Wet n Wild"
"No7 Match Made Foundation Drops, Warm Ivory","France","Aqua (Water), Caprylyl methicone, Caprylic/capric triglyceride, PEG-9 dimethicone, Bis-isobutyl PEG/PPG-10/7dimethicone copolymer, Stearalkonium hectorite, Phenoxyethanol, Magnesium sulfate, Aluminum hydroxide, Triethoxycaprylylsilane, Propylene carbonate, Xanthan gum, Methylparaben, PEG/PPG dimethylallylether, Ethylparaben, Tetrasodium EDTA, Tocopherol, +/- CI 77891 (Titanium dioxide), CI 77492 (Iron oxides), CI 77491 (Iron oxides), CI 77499 (Iron oxides)",14.99,4.4,193,0.5,"No7"
"NYX Professional Makeup HD Concealer, Porcelain","China","Water, Glycerin, Cetyl Dimethicone Copolyol, Trimethylsiloxysilicate, Isononyl Isononanoate, Caprylic/Capric Triglyceride, Polymethylmethacrylata, Silica, Sorbitan Olivem, Magnesium Sulfate, Euphorbia Cerifera (Candelilla) Wax, Potassium Cetyl Phosphate, Xanthan-Gum. May Contain: Titanium Dioxide (CI 77891), Iron Oxide Yellow (CI 77491), Iron Oxide Red (CI 77492), Iron Oxide Black (CI 77499), Ultramarine Blue (CI 77007), Chromium Oxide Green (CI 77288), Chromium Hydroxide Green (CI 77289), Manganese Violet (CI 77742)",NA,4.2,356,0.11,"NYX"
"Wet n Wild MegaCushion Foundation Small, Light Ivory","CHINA","",9.49,5,3,1,"Wet n Wild"
"Milani Conceal + Perfect 2-in-1 Foundation, Natural Beige","","Water (Aqua), Cyclopentasiloxane, Isononyl Isononanoate, Cetyl PEG/PPG-10/1 Dimethicone, Butylene Glycol, Mica, Glycerin, BIS-PEG/PPG-14/14 Dimethicone, VP/Eicosene Copolymer, Bis-Vinyl Dimethicone/Dimethicone Copolymer, Ozokerite, Polymethylsilsesquioxane, Disteardimonium Hectorite, Sodium Chloride, Phenoxyethanol, Beeswax (Cera Alba), Glycereth-18 Ethylhexanoate, Potassium Sorbate, Silica, Caprylyl Glycol, 2-Hexanediol, Xanthan Gum, Isododecane, Propylene Carbonate, Prunus Domestica Fruit Extract, Glycereth-18, Aluminum Dimyristate, Triethoxycaprylylsilane, Disodium Stearoyl Glutamate, Allantoin, C30-45 Alkyl Cetearyl Dimethicone Crosspolymer, Polyisobutene, C18-21 Alkane. +/- May Contain: Titanium Dioxide (CI 77891), Iron Oxides (CI 77491, CI 77492, CI 77499).",NA,4.5,484,1,"Milani"
"Almay Smart Shade Anti-Aging Skintone Matching Makeup, SPF 20, Light/Medium","USA","Titanium Dioxide - 3.9 %, Zinc Oxide - 2.0 %",13.99,4,8,1,"Almay"
"Rimmel Stay Matte Shine Control Pressed Powder, Sandstorm 004","England","Talc, Mica, Magnesium Stearate, Polyethylene , Petrolatum, Phenyl Trimethicone, Dimethicone, Polybutene, Isostearyl Neopentanoate, Ethylhexyl Methoxycinnamate, Tocopheryl Acetate, Methylparaben, Cocos Nucifera Oil, Paraffinum Liquidum, Propylparaben, Zinc Oxide, Fragrance, Aloe Barbadensis, Polysorbate 20, BHT, Butylphenyl Methylpropional, Benzyl Salicylate, Citronellol, Hexyl Cinnamal, Hydroxyisohexyl 3-Cyclohexene Carboxaldehyde, Linalool, Butylparaben, May Contain (+/-): Titanium Dioxide, Iron Oxides, Ultramarines",5.29,NA,8,0.49,"Rimmel"
"Revlon PhotoReady Candid Antioxidant Concealer, 060 Deep","United States","Aqua/Water/Eau, Cyclopentasiloxane, Titanium Dioxide, Cyclohexasiloxane, Methyl Methacrylate Crosspolymer, Butylene Glycol, PEG-10 Dimethicone, Trimethylsiloxysilicate, Dimethicone, Cetyl PEG/PPG-10/1 Dimethicone, Sodium Chloride, Aloe Barbadensis Leaf Extract, Caffeine, Camellia Sinensis Leaf Extract, Cucumis Sativus (Cucumber) Fruit Extract, Niacinamide, Sodium Ascorbyl Phosphate, Tocopheryl Acetate, Dimethicone Crosspolymer, Disteardimonium Hectorite, Glycerin, Lecithin, Mica, Pullulan, Sclerotium Gum, Silica, Tetrasodium EDTA, Triethoxycaprylylsilane, Xanthan Gum, 1,2-Hexanediol, Caprylyl Glycol, Phenoxyethanol, May Contain: Iron Oxides (CI 77491 CI 77492 CI 77499)",9.99,4.5,474,0.34,"Revlon"
"CoverGirl Smoothers BB Cream Tinted Moisturizer + Sunscreen SPF 21, Fair to Light 805","USA","Octinoxate (6%), Zinc Oxide (3.0%)",8.29,4.2,690,1.35,"CoverGirl"
"Wet n Wild Water Drop Primer, Cucumber","","oTalc, Synthetic Fluorphlogopite, Boron Nitride, Dimethicone, Silica, Ethyl Macadamiate, Magnesium Myristate, Microcrystalline Cellulose, Trimethylsiloxysilicate, Octyldodecyl Stearoyl Stearate, Lauroyl Lysine, Phenoxyethanol, Polysorbate 20, Phytosteryl Macadamiate, Caprylyl Glycol, Polybutene, Caprylic/Capric Triglyceride, Ethylhexylglycerin, Hexylene Glycol, Sorbitan Stearate, o-Cymen-5-ol, Magnesium Aluminum Silicate, Water/Eau, Tin Oxide, Triethoxycaprylylsilane, Polyacrylamide, Tocopheryl Acetate, C13-14 Isoparaffin, Aluminum Hydroxide, Laureth-7, Tocopherol, [+/- (MAY CONTAIN/PEUT CONTENIR): Black 2/CI 77266, Iron Oxides/CI 77491, CI 77492, CI 77499, Mica, Red 40 Lake/CI 16035, Titanium Dioxide/CI 77891].",5.49,4.5,42,1,"Wet n Wild"
"L.A. Colors Prep & Set Face Kit","CHINA","TALC, MICA, MAGNESIUM STEARATE, POLYMETHYLMETHACRYLATE, SILICA, MINERAL OIL (PARAFFINUM LIQUIDUM)",NA,NA,42,1,"L.A."
"CYO Bronzing Rocks Rock 'N' Gold, Fair Medium","","Mica, Silica, Nylon-12, Butylene glycol, Phenoxyethanol, Caprylyl glycol, Aqua (Water), Aluminum hydroxide, CI 77891 (Titanium dioxide), CI 77491 (Iron oxides), CI 77499 (Iron oxides), CI 73360 (Red 30), CI 77492 (Iron oxides)",6,5,1,0.63,"CYO"
